"2569589","M3","Hampshire / Surrey","Jct 4 (Frimley) Off Slip South bound","2013-09-02T21:30:00","2013-09-07T05:30:00","Slight (less than 10 mins)","Lane 1 Closure 2130 to 0530 White Lining Works","Lane Closure","Planned Works","486804","158220","Firm","2013-08-23T10:53:19"
"1821162","M4","Slough","M4 E/B 38/4","2011-08-29T02:45:00","2014-06-21T12:00:00","No Delay","RTC","Lane Closure","Planned Works","495427","179388","Firm","2013-06-14T11:29:00"
"1847462","M4","Avon","M4 both Jct 19- 20 including C,D,K,F loop, Jct 19 EB off & WB on slip.","2012-01-17T05:31:00","2013-09-30T23:59:00","Moderate (10 - 30 mins)","Narrow lanes with 50mph speed restrictions for Hard Shoulder Running Scheme","Width Restriction","Planned Works","362621","182247","Firm","2013-07-22T11:14:59"
"1955012","M4","Avon","M4 WB Jct 18-19","2012-01-14T14:18:00","2013-12-20T07:00:00","No Delay","24hr hard shoulder closure for recovery base","Lane Closure","Planned Works","370435","177729","Firm","2013-05-31T08:33:47"
"1955043","M4","Avon","M4 EB Jct 18-19","2012-01-14T14:18:00","2013-12-20T07:00:00","No Delay","24hr hard shoulder closure for recovery base","Lane Closure","Planned Works","370434","177752","Firm","2013-05-31T08:36:01"
"2361548","M4","Buckinghamshire / Slough","Jct 6 to 7 (Mp 38/4 to 41/4) East and West Bound","2013-09-09T22:00:00","2014-04-29T06:00:00","Moderate (10 - 30 mins)","Narrow Lanes 50mph Structures Work","Width Restriction","Planned Works","493504","179998","Provisional","2013-08-15T11:48:58"
"2409247","M4","Buckinghamshire / Slough","Jct 6 to 7 (Mp 38/4 to 41/4)  West Bound","2013-09-09T22:00:00","2014-04-29T06:00:00","Moderate (10 - 30 mins)","Narrow Lanes 50mph Structures Work","Width Restriction","Planned Works","493504","179998","Provisional","2013-08-15T15:35:46"
"2474721","M4","West Berkshire","J12 (Mp 70/5 to 72/6) West Bound","2013-08-27T22:00:00","2013-08-31T06:00:00","Moderate (10 - 30 mins)","Hardshoulder Running 50mph C/way works","Carriageway Closure","Planned Works","465982","170865","Firm","2013-08-23T13:05:39"
"2505114","M4","Hillingdon","M4 Spur road","2013-08-05T22:35:00","2013-08-30T05:00:00","Slight (less than 10 mins)","22:00hrs to 05:00hrs: Lane 1 and 2 closure northbound, for sign erection","Lane Closure","Planned Works","507532","177472","Firm","2013-08-22T22:53:21"
"2505136","M4","Hillingdon","M4 Spur road","2013-08-05T22:00:00","2013-08-30T05:00:00","Slight (less than 10 mins)","22:00hrs to 05:00hrs: Lane 1 closure both carriageways, for sign erection","Lane Closure","Planned Works","507532","177472","Firm","2013-08-23T09:39:55"
"2505148","M4","Hillingdon","M4 Spur road","2013-08-05T22:00:00","2013-08-30T05:00:00","Slight (less than 10 mins)","22:00hrs to 05:00hrs: Lane 3 closure both carriageways, for sign erection","Lane Closure","Planned Works","507532","177472","Firm","2013-08-23T05:03:46"
"2511425","M4","Buckinghamshire / Windsor and Maidenhead","Jct 7 to 10 (Mp 46/1 to 39/8) East Bound","2013-08-30T21:00:00","2013-10-26T06:00:00","Slight (less than 10 mins)","Lane 3 Closure 2100 to 0600 Barrier Repairs","Lane Closure","Planned Works","489595","178606","Provisional","2013-06-17T16:58:59"
"2512264","M4","Buckinghamshire / Windsor and Maidenhead","Jct 7 to 10 (Mp 46/1 to 39/8) West Bound","2013-08-30T21:00:00","2013-10-26T06:00:00","Slight (less than 10 mins)","Lane 3 Closure 2100 to 0600 Barrier Repairs","Lane Closure","Planned Works","489541","178584","Provisional","2013-06-18T09:50:58"
"2572315","M4","Hillingdon / Hounslow","Jn 2 to Jn 4","2013-08-21T22:00:00","2013-08-30T05:00:00","Slight (less than 10 mins)","2200-0500 hrs Lane closures for drainage inspections both carriageways","Lane Closure","Planned Works","510812","178144","Firm","2013-08-23T02:46:38"
"2578129","M4","Hillingdon","Jct 4 Exit and Entry slip","2013-09-02T22:00:00","2013-09-06T05:00:00","Slight (less than 10 mins)","22:00hrs to 05:00hrs: Lane 1 closure of the exit and entry slip eastbound for drainage surveys.","Lane Closure","Planned Works","508079","178500","Firm","2013-08-21T16:57:57"
"2578131","M4","Hillingdon / S. Bucks","Jct 4 Exit and Entry slip","2013-09-02T22:00:00","2013-09-06T05:00:00","Slight (less than 10 mins)","22:00hrs to 05:00hrs: Lane 1 closure of the exit and entry slip westbound for drainage surveys.","Lane Closure","Planned Works","507550","178503","Firm","2013-08-21T17:04:50"
"1856186","M5","Avon","M5 NB Jct 15-17 including  E& G, Jct 17 NB entry & J16 NB exit & entry","2012-04-12T05:20:00","2013-09-30T23:59:00","Moderate (10 - 30 mins)","Narrow lanes with 50mph speed restrictions for hard shoulder running scheme","Width Restriction","Planned Works","359325","182387","Firm","2013-06-25T14:21:29"
"2074645","M5","Avon","M5 SB Jct 15-17 including Jct 17 SB exit & J16 SB entry & C & H loop","2012-04-15T05:22:00","2013-09-30T23:59:00","Moderate (10 - 30 mins)","Narrow lanes with 50mph speed restrictions for hard shoulder running scheme","Width Restriction","Planned Works","360196","183005","Firm","2013-06-26T10:15:05"
"2187753","M5","Avon","M5 Jct 21 SB exit slip","2013-05-08T19:15:00","2013-12-13T06:00:00","Moderate (10 - 30 mins)","Lane closures  between 1800-0600 on slips with 40mph speed restrictions Widening of slip roads, installation of new traffic signals with a new dedicated lane from Weston","Lane Closure","Planned Works","338028","162848","Firm","2013-08-23T00:47:59"
"2193924","M5","Somerset","M5 Jct 22-23 SB","2013-07-23T19:57:00","2013-09-13T06:00:00","Slight (less than 10 mins)","Single lane running with 50mph speed restrictions between 2100 - 0600","Lane Closure","Planned Works","332850","146475","Firm","2013-08-24T18:20:50"
"2271299","M5","Sandwell","Junction 2 northbound & southbound exit slip roads","2013-07-15T20:04:00","2013-09-09T06:00:00","Moderate (10 - 30 mins)","Full overnight closure of slip roads from 2000 - 0600 hrs (0900hrs at weekends) for junction improvement works. No exit from M5 Junction 2 SB/NB. (The A41232 link road from Birchley Island to M5 Jct2 NB entry slip will be open.","Carriageway Closure","Planned Works","398875","288345","Firm","2013-08-22T06:11:28"
